127.0.0.1 - - [04/Mar/2022:17:58:41 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:23:22 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:23:47 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:23:48 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:23:49 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=1 HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:02 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:03 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:05 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:05 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=1 HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:10 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/ HTTP/1.1" 200 1384
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:10 -0300] "GET /PI-AssistenciaTecnica/css/recepcao.css HTTP/1.1" 200 2363
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:10 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:10 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:10 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:11 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/geral/cabecalho.html HTTP/1.1" 200 1807
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:14 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/funcao/consulta_ordemServico/ HTTP/1.1" 200 1635
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:14 -0300] "GET /PI-AssistenciaTecnica/js/recepcao_consultaOS.js HTTP/1.1" 200 7211
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:14 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=1 HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_ef8c08_256x240.png HTTP/1.1" 200 4618
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:24:16 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 200 265
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:09 -0300] "GET /PI-AssistenciaTecnica/pages/adm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:09 -0300] "GET /PI-AssistenciaTecnica/acessoNegado.html HTTP/1.1" 200 189
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:14 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:14 -0300] "GET /PI-AssistenciaTecnica/pages/adm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:14 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:14 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:14 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:14 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:14 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:15 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:15 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:15 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:25:15 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:13 -0300] "GET /PI-AssistenciaTecnica/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:13 -0300] "GET /PI-AssistenciaTecnica/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:13 -0300] "GET /PI-AssistenciaTecnica/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:13 -0300] "GET /PI-AssistenciaTecnica/imgs/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:16 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:16 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:16 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:16 -0300] "GET /PI-AssistenciaTecnica/css/recepcao.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:16 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:16 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:16 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:16 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/geral/cabecalho.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:18 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/funcao/cadastro_orcamento/ HTTP/1.1" 200 1392
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:18 -0300] "GET /PI-AssistenciaTecnica/js/recepcao_cadastroOrcamento.js HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:18 -0300] "GET /PI-AssistenciaTecnica/rest/cliente/buscar HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:23 -0300] "POST /PI-AssistenciaTecnica/rest/servicos/cadastrarOrcamento HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:23 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:23 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:23 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:23 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_ef8c08_256x240.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:23 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:23 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:23 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:24 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:27 -0300] "POST /PI-AssistenciaTecnica/rest/servicos/cadastrarOrcamento HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:36 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:36 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:36 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/ HTTP/1.1" 200 1454
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:36 -0300] "GET /PI-AssistenciaTecnica/css/general.css HTTP/1.1" 200 827
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:36 -0300] "GET /PI-AssistenciaTecnica/css/manutencao.css HTTP/1.1" 200 1099
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:36 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/geral/cabecalho.html HTTP/1.1" 200 1378
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:39 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/funcoes/consulta_orcamento/ HTTP/1.1" 200 2047
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:39 -0300] "GET /PI-AssistenciaTecnica/js/manutencao_consultaOrcamento.js HTTP/1.1" 200 10668
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:39 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 741
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:40 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=2 HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:47 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/realizaOrcamento HTTP/1.1" 200 35
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:47 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 758
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:48 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=3 HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:54 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/realizaOrcamento HTTP/1.1" 200 35
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:36:54 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:07 -0300] "GET /PI-AssistenciaTecnica HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:11 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:11 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:11 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:13 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/funcao/consulta_orcamento/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:13 -0300] "GET /PI-AssistenciaTecnica/js/recepcao_aprovarOrcamento.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:13 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:14 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=3 HTTP/1.1" 200 335
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:15 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/aprovarOrcamento/3/4 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:15 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:16 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=2 HTTP/1.1" 200 333
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:17 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/aprovarOrcamento/2/4 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:17 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:25 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:25 -0300] "GET /PI-AssistenciaTecnica/pages/adm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:25 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:25 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:25 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:26 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:26 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:26 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4591
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:37:26 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 777
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:05 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=3 HTTP/1.1" 200 335
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:10 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:10 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 777
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:13 -0300] "GET /PI-AssistenciaTecnica HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:17 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:17 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:17 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:20 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:22 -0300] "GET /PI-AssistenciaTecnica/rest/cliente/buscar HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:29 -0300] "POST /PI-AssistenciaTecnica/rest/servicos/cadastrarOrcamento HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:33 -0300] "GET /PI-AssistenciaTecnica HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:37 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:37 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:37 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:38 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 1026
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:38:39 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=4 HTTP/1.1" 200 250
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:10 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/realizaOrcamento HTTP/1.1" 200 35
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:10 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 1045
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:13 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 1045
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:17 -0300] "GET /PI-AssistenciaTecnica HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:22 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:22 -0300] "GET /PI-AssistenciaTecnica/pages/adm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:22 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:23 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:23 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:39:23 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
127.0.0.1 - - [04/Mar/2022:18:42:59 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:15 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:15 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:15 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:15 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:15 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:15 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:16 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:16 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:16 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4649
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:16 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:17 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=2 HTTP/1.1" 200 59
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:17 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:17 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:17 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:17 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:19 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:43:31 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 59
127.0.0.1 - - [04/Mar/2022:18:44:37 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:44:55 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 59
127.0.0.1 - - [04/Mar/2022:18:45:33 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:45:38 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:45:40 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:45:40 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:45:40 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:45:41 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 59
127.0.0.1 - - [04/Mar/2022:18:48:21 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:26 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:26 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:26 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:26 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:26 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:26 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:27 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:27 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:27 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:28 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:28 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:28 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:28 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 304 -
