127.0.0.1 - - [21/Feb/2022:18:32:43 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:44 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/ HTTP/1.1" 200 1454
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:44 -0300] "GET /PI-AssistenciaTecnica/css/manutencao.css HTTP/1.1" 200 1019
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:44 -0300] "GET /PI-AssistenciaTecnica/css/general.css HTTP/1.1" 200 827
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:44 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:44 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:44 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:45 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/geral/cabecalho.html HTTP/1.1" 200 1378
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:47 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/funcoes/consulta_ordemServico/ HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:47 -0300] "GET /PI-AssistenciaTecnica/js/manutencao_consultaOS.js HTTP/1.1" 200 6630
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:48 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:51 -0300] "GET /PI-AssistenciaTecnica/css/manutencao.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:53 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/funcoes/consulta_orcamento/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:53 -0300] "GET /PI-AssistenciaTecnica/js/manutencao_consultaOrcamento.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:53 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:56 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/funcao/consulta_orcamento/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:56 -0300] "GET /PI-AssistenciaTecnica/js/recepcao_aprovarOrcamento.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:56 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:32:58 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:28 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/funcoes/consulta_ordemServico/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:28 -0300] "GET /PI-AssistenciaTecnica/js/manutencao_consultaOS.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:28 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:30 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=1 HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:31 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/aprovarOrcamento/1/-1 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:31 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 961
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:32 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=2 HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:33 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/aprovarOrcamento/2/-1 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:33 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 962
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:34 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=3 HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:35 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/aprovarOrcamento/3/-1 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:35 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 963
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:36 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=4 HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:37 -0300] "PUT /PI-AssistenciaTecnica/rest/servicos/aprovarOrcamento/4/3 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:37 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 963
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:42 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/funcoes/consulta_ordemServico/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:42 -0300] "GET /PI-AssistenciaTecnica/js/manutencao_consultaOS.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:42 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 963
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:44 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 963
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:46 -0300] "GET /PI-AssistenciaTecnica/pages/almoxarife/funcao/verifica_item/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:46 -0300] "GET /PI-AssistenciaTecnica/js/almoxarife_verificarItem.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:46 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 963
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:48 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=4 HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:48 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:48 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:48 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Feb/2022:18:33:48 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 304 -
